Name,Website,Country,Publisher,Language,Year_Start,panels,Level
IEEE Computer Society Conference on Computer Vision and Pattern Recognition,http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000147,UNITED STATES,IEEE,English,1983.0,2,2
IEEE Conference on Computer Communications,http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000359,UNITED STATES,IEEE Computer Society Press,English,1982.0,2,2
IEEE control systems magazine,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=37,UNITED STATES,IEEE,English,1991.0,9,2
IEEE design and test,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=54,UNITED STATES,IEEE,English,2013.0,9,2
IEEE electrical insulation magazine,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=57,UNITED STATES,IEEE,English,1985.0,9,2
IEEE electron device letters,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=55,UNITED STATES,IEEE,English,1980.0,9,2
IEEE industrial electronics magazine,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4154573,UNITED STATES,IEEE,English,2007.0,9,2
IEEE intelligent systems,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=9670,UNITED STATES,IEEE Computer Society Press,English,2001.0,2,2
"Proceedings of the IEEE International Conference on Acoustics, Speech, and Signal Processing",https://ieeexplore.ieee.org/xpl/conhome/1000002/all-proceedings,UNITED STATES,IEEE,English,1998.0,9,2
IEEE International Conference on Data Mining,http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000179,UNITED STATES,IEEE Computer Society Press,English,,2,2
IEEE International Conference on Pervasive Computing and Communications,http://www.percom.org/,,,,,2,2
Proceedings : IEEE International Parallel and Distributed Processing Symposium,http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000530,UNITED STATES,IEEE Computer Society Press,English,2000.0,2,2
IEEE internet computing,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4236,UNITED STATES,IEEE Computer Society Press,English,1997.0,2,3
IEEE journal of quantum electronics,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=3,UNITED STATES,IEEE,English,1965.0,9,2
IEEE journal of selected topics in quantum electronics,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=2944,UNITED STATES,IEEE,English,1995.0,9,2
IEEE journal of selected topics in signal processing,http://www.ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4200690,UNITED STATES,IEEE,English,2007.0,9,3
IEEE journal of solid-state circuits,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4,UNITED STATES,IEEE,English,1966.0,9,3
IEEE journal on selected areas in communications,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=49,UNITED STATES,IEEE,English,1983.0,9,2
IEEE micro,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=40,UNITED STATES,IEEE Computer Society Press,English,1981.0,9,3
IEEE network,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=65,UNITED STATES,IEEE,English,1987.0,9,3
IEEE pervasive computing,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7756,UNITED STATES,IEEE Computer Society Press,English,2002.0,2,2
IEEE photonics technology letters,http://www.ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=68,UNITED STATES,IEEE,English,1989.0,9,2
IEEE power and energy magazine,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8014,UNITED STATES,IEEE,English,2003.0,9,2
IEEE robotics and automation magazine,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=100,UNITED STATES,IEEE,English,1994.0,9,2
IEEE security & privacy,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=8013#AimsScope,UNITED STATES,IEEE Computer Society Press,English,2003.0,2,2
IEEE sensors journal,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7361,UNITED STATES,IEEE,English,2001.0,9,2
IEEE signal processing letters,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=97,UNITED STATES,IEEE,English,1994.0,9,2
IEEE signal processing magazine,http://www.ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=79,UNITED STATES,IEEE,English,1991.0,9,3
IEEE software,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=52,UNITED STATES,IEEE Computer Society Press,English,1984.0,2,2
Annual Symposium on Foundations of Computer Science,http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000292,UNITED STATES,IEEE Computer Society Press,English,1990.0,2,3
Annual ACM/IEEE Symposium on Logic in Computer Science,http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000420,UNITED STATES,IEEE Computer Society Press,English,1986.0,2,2
IEEE Symposium on Security and Privacy,https://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000646,UNITED STATES,IEEE Computer Society Press,English,1995.0,2,3
IEEE systems journal,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4267003,UNITED STATES,IEEE,English,2007.0,2,2
IEEE transactions on aerospace and electronic systems,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7,UNITED STATES,IEEE,English,1965.0,9,3
IEEE transactions on affective computing,http://www.computer.org/portal/web/tac,UNITED STATES,IEEE Computer Society Press,English,2010.0,2,3
IEEE transactions on antennas and propagation,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8,UNITED STATES,IEEE,English,1963.0,9,3
IEEE transactions on automatic control,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=9,UNITED STATES,IEEE,English,1963.0,9,3
IEEE transactions on automation science and engineering,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8856,UNITED STATES,IEEE,English,2004.0,9,2
IEEE transactions on biomedical engineering,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=10,UNITED STATES,IEEE,English,1964.0,11,2
IEEE transactions on circuits and systems for video technology,http://tcsvt.polito.it/,UNITED STATES,IEEE,English,1991.0,9,2
IEEE transactions on circuits and systems ii-express briefs,http://tcas2.polito.it/,UNITED STATES,IEEE,English,2004.0,9,2
IEEE transactions on circuits and systems i-regular papers,http://tcas1.polito.it/,UNITED STATES,IEEE,English,2004.0,9,2
IEEE transactions on communications,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=26,UNITED STATES,IEEE,English,1972.0,9,3
IEEE transactions on computer-aided design of integrated circuits and systems,http://tcad.polito.it/,UNITED STATES,IEEE,English,1982.0,9,2
IEEE transactions on computers,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=12,UNITED STATES,IEEE,English,1968.0,9,3
IEEE transactions on control systems technology,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=87,UNITED STATES,IEEE,English,1993.0,9,2
IEEE transactions on dependable and secure computing,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8858,UNITED STATES,IEEE Computer Society Press,English,2004.0,2,3
IEEE transactions on dielectrics and electrical insulation,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=94,UNITED STATES,IEEE,English,1994.0,9,2
IEEE transactions on electron devices,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=16,UNITED STATES,IEEE,English,1963.0,9,3
IEEE transactions on energy conversion,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=60,UNITED STATES,IEEE,English,1986.0,9,2
IEEE transactions on evolutionary computation,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4235,UNITED STATES,IEEE,English,1997.0,2,3
IEEE transactions on fuzzy systems,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=91,UNITED STATES,IEEE,English,1993.0,9,3
IEEE transactions on geoscience and remote sensing,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=36,UNITED STATES,IEEE,English,1980.0,5,3
IEEE transactions on haptics,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4543165,UNITED STATES,IEEE Computer Society Press,English,2008.0,2,2
IEEE transactions on image processing,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=83,UNITED STATES,IEEE,English,1992.0,2,3
IEEE transactions on industrial electronics,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=41,UNITED STATES,IEEE,English,1982.0,9,3
IEEE transactions on industrial informatics,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=9424,UNITED STATES,IEEE,English,2005.0,9,3
IEEE transactions on industry applications,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=28,UNITED STATES,IEEE,English,1972.0,9,2
IEEE transactions on information forensics and security,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=10206,UNITED STATES,IEEE,English,2006.0,2,2
IEEE transactions on information theory,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=18,UNITED STATES,IEEE,English,1963.0,9,3
IEEE transactions on instrumentation and measurement,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=19,UNITED STATES,IEEE,English,1963.0,9,3
IEEE transactions on intelligent transportation systems,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6979,UNITED STATES,IEEE,English,2000.0,8,2
IEEE transactions on knowledge and data engineering,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=69,UNITED STATES,IEEE,English,1989.0,2,3
IEEE transactions on magnetics,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=20,UNITED STATES,Published by the Institute of Electrical and Electronics Engineers for the Magnetics Group,English,1965.0,9,2
IEEE transactions on medical imaging,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=42,UNITED STATES,IEEE,English,1982.0,11,3
IEEE transactions on microwave theory and techniques,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=22,UNITED STATES,"Professional Technical Group on Microwave Theory and Techniques, Institute of Electrical and Electronics Engineers",English,1963.0,9,2
IEEE transactions on mobile computing,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7755,UNITED STATES,IEEE Computer Society Press,English,2002.0,2,3
IEEE transactions on multimedia,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6046,UNITED STATES,IEEE,English,1999.0,2,3
IEEE Transactions on Neural Networks and Learning Systems,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5962385,UNITED STATES,IEEE,English,2012.0,2,3
IEEE transactions on neural systems and rehabilitation engineering,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7333,UNITED STATES,IEEE,English,2001.0,11,2
IEEE transactions on parallel and distributed systems,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=71,UNITED STATES,IEEE,English,1990.0,2,2
IEEE transactions on pattern analysis and machine intelligence,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=34,UNITED STATES,IEEE Computer Society Press,English,1979.0,2,3
IEEE transactions on power delivery,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=61,UNITED STATES,IEEE,English,1986.0,9,2
IEEE transactions on power electronics,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=63,UNITED STATES,IEEE,English,1986.0,9,3
IEEE transactions on power systems,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=59,UNITED STATES,IEEE,English,1986.0,9,2
IEEE transactions on reliability,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=24,UNITED STATES,IEEE,English,1963.0,9,2
IEEE transactions on robotics,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8860,UNITED STATES,IEEE,English,2004.0,9,3
IEEE transactions on signal processing,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=78,UNITED STATES,IEEE,English,1991.0,9,3
IEEE transactions on smart grid,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5165411,UNITED STATES,IEEE,English,2010.0,9,3
IEEE transactions on software engineering,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=32,UNITED STATES,IEEE,English,1975.0,2,3
IEEE transactions on sustainable energy,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5165391,UNITED STATES,IEEE,English,2010.0,9,2
"IEEE transactions on systems, man, and cybernetics : systems",http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6221021,UNITED STATES,IEEE,English,2013.0,2,2
IEEE transactions on cybernetics,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6221036,UNITED STATES,IEEE,English,2013.0,2,3
IEEE transactions on ultrasonics ferroelectrics and frequency control,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=58,UNITED STATES,IEEE,English,1986.0,9,2
IEEE transactions on vehicular technology,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=25,UNITED STATES,IEEE,English,1967.0,9,3
IEEE transactions on very large scale integration (vlsi) systems,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=92,UNITED STATES,IEEE,English,1993.0,9,2
IEEE transactions on wireless communications,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7693,UNITED STATES,IEEE,English,2002.0,9,3
IEEE transactions on visualization and computer graphics,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=2945,UNITED STATES,IEEE Computer Society Press,English,1995.0,2,3
IEEE vehicular technology magazine,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=10209,UNITED STATES,IEEE,English,2006.0,9,2
IEEE wireless communications,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7742,UNITED STATES,IEEE,English,2002.0,9,2
IEEE/ACM International Conference on Automated Software Engineering,http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000064,UNITED STATES,IEEE,English,2005.0,2,2
International Conference on Software Engineering,http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000691,UNITED STATES,Association for Computing Machinery,English,1976.0,2,3
IEEE-ACM transactions on computational biology and bioinformatics,http://tcbb.acm.org/,UNITED STATES,IEEE Computer Society Press,English,2004.0,2,2
IEEE-ACM transactions on networking,http://www.ton.seas.upenn.edu/,UNITED STATES,IEEE,English,1993.0,9,2
IEEE-ASME transactions on mechatronics,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=3516,UNITED STATES,IEEE,English,1996.0,9,3
Iet generation transmission and distribution,http://digital-library.theiet.org/IET-GTD,UNITED KINGDOM,IET,English,2007.0,9,2
Iet power electronics,http://digital-library.theiet.org/IET-PEL,UNITED KINGDOM,IET,English,2008.0,9,2
Iet renewable power generation,http://digital-library.theiet.org/IET-RPG,UNITED KINGDOM,IET,English,2007.0,9,2
Iic-international review of intellectual property and competition law,http://www.springer.com/law/international/journal/40319,GERMANY,Springer Nature,English,1970.0,19,3
Ima journal of numerical analysis,http://imanum.oxfordjournals.org/,UNITED KINGDOM,Oxford University Press,English,1981.0,1,2
Image and vision computing,http://www.elsevier.com/locate/imavis,NETHERLANDS,Elsevier,English,1983.0,2,2
Immigrants and minorities,http://www.tandfonline.com/toc/fimm20/current,UNITED KINGDOM,Routledge,English,1982.0,23,2
Immunity,http://www.cell.com/immunity/home,UNITED STATES,Cell Press,English,1994.0,11,3
Immunological reviews,http://www.wiley.com/bw/journal.asp?ref=0105-2896&amp;site=1,UNITED KINGDOM,Wiley-Blackwell,English,1977.0,11,2
Implicit religion,https://www.equinoxpub.com/journals/index.php/IR,UNITED KINGDOM,Equinox Publishing,English,1998.0,20,2
Indian economic and social history review,http://ier.sagepub.com/,INDIA,SAGE,English,1964.0,23,2
Indiana university mathematics journal,http://www.iumj.indiana.edu,UNITED STATES,"Dept. of Mathematics, Indiana University",English,1970.0,1,2
Indogermanische forschungen,http://www.degruyter.de/cont/fb/sk/skReiEn.cfm?rc=21275,GERMANY,De Gruyter,Multiple languages,1892.0,21,2
Indo-iranian journal,http://www.brill.nl/indo-iranian-journal,NETHERLANDS,Reidel,Multiple languages,1957.0,21,2
Indoor air,https://onlinelibrary.wiley.com/journal/ina,DENMARK,John Wiley & Sons,English,1991.0,8,2
Industrial and labor relations review,http://www.ilr.cornell.edu/ilrreview/,UNITED STATES,SAGE,English,1947.0,16,2
